user_id,registration_date,investor_type,nationality,age_bracket,device_type,acquisition_channel,kyc_status
USR00689,2025-01-02,First-time,Indian Expat,41-50,Mobile,Organic Search,Verified
USR00690,2024-12-02,First-time,Filipino Expat,18-25,Mobile,Organic Search,Pending
USR00691,2025-02-19,First-time,Emirati,26-32,Mobile,Paid Social,Pending
USR00692,2024-12-15,First-time,Saudi,33-40,Desktop,Direct,Verified
USR00693,2025-02-07,First-time,Indian Expat,33-40,Tablet,Direct,Not Started
USR00694,2025-03-13,First-time,Saudi,33-40,Mobile,Direct,Verified
USR00695,2024-12-06,Returning,Emirati,26-32,Desktop,Paid Social,Verified
USR00696,2025-02-26,Returning,Indian Expat,33-40,Mobile,Email Campaign,Verified
USR00697,2024-12-12,First-time,Indian Expat,26-32,Mobile,Paid Social,Pending
USR00698,2024-11-26,First-time,Filipino Expat,33-40,Mobile,Organic Search,Verified
USR00699,2024-12-11,First-time,Emirati,26-32,Mobile,Organic Search,Verified
USR00700,2024-10-03,First-time,Indian Expat,33-40,Mobile,Direct,Pending
USR00701,2024-11-29,First-time,Pakistani Expat,18-25,Desktop,Organic Search,Verified
USR00702,2025-01-22,First-time,Emirati,51+,Mobile,Paid Social,Pending
USR00703,2025-03-19,First-time,Saudi,18-25,Mobile,Paid Social,Verified
USR00704,2025-03-01,First-time,Indian Expat,33-40,Mobile,Referral,Verified
USR00705,2025-02-13,Returning,Indian Expat,33-40,Mobile,Direct,Verified
USR00706,2024-10-04,Returning,Other,41-50,Mobile,App Store,Verified
USR00707,2025-02-05,First-time,Saudi,18-25,Mobile,Organic Search,Pending
USR00708,2024-11-14,First-time,Indian Expat,33-40,Mobile,Referral,Not Started
USR00709,2025-03-20,Returning,Emirati,33-40,Mobile,App Store,Verified
USR00710,2024-12-24,First-time,Emirati,41-50,Mobile,App Store,Verified
USR00711,2025-03-15,First-time,Saudi,41-50,Mobile,Referral,Pending
USR00712,2024-12-26,First-time,British Expat,26-32,Mobile,Organic Search,Not Started
USR00713,2025-01-06,First-time,Filipino Expat,41-50,Mobile,Paid Social,Pending
USR00714,2025-02-08,First-time,Indian Expat,41-50,Mobile,Email Campaign,Not Started
USR00715,2025-02-12,First-time,Emirati,41-50,Mobile,Paid Social,Verified
USR00716,2025-03-06,First-time,Indian Expat,26-32,Tablet,Paid Social,Verified
USR00717,2024-11-21,First-time,Emirati,33-40,Mobile,Direct,Not Started
USR00718,2025-02-05,Returning,Emirati,26-32,Mobile,Paid Social,Verified
USR00719,2025-03-19,First-time,Emirati,33-40,Desktop,Email Campaign,Verified
USR00720,2024-11-10,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR00721,2024-10-21,First-time,Other,33-40,Mobile,Referral,Verified
USR00722,2024-10-14,Returning,Emirati,26-32,Desktop,Organic Search,Verified
USR00723,2025-01-04,Returning,Other,18-25,Desktop,Paid Social,Verified
USR00724,2024-10-28,First-time,Saudi,26-32,Desktop,Referral,Pending
USR00725,2025-03-04,First-time,British Expat,41-50,Mobile,Direct,Pending
USR00726,2025-02-28,First-time,Emirati,18-25,Mobile,Paid Social,Verified
USR00727,2025-03-29,First-time,British Expat,41-50,Mobile,Referral,Not Started
USR00728,2025-03-14,Returning,Indian Expat,41-50,Mobile,Organic Search,Verified
USR00729,2024-11-07,First-time,Filipino Expat,18-25,Mobile,Organic Search,Not Started
USR00730,2024-10-23,Returning,Saudi,33-40,Mobile,Organic Search,Verified
USR00731,2025-03-12,Returning,Saudi,41-50,Tablet,Referral,Pending
USR00732,2024-12-17,First-time,Other,26-32,Desktop,Email Campaign,Pending
USR00733,2024-12-20,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR00734,2024-12-31,First-time,Emirati,33-40,Desktop,Paid Social,Verified
USR00735,2025-01-20,First-time,Filipino Expat,33-40,Mobile,Email Campaign,Not Started
USR00736,2025-01-31,Returning,British Expat,41-50,Desktop,Organic Search,Verified
USR00737,2024-12-24,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR00738,2025-02-08,First-time,British Expat,33-40,Mobile,Organic Search,Verified
USR00739,2024-11-20,First-time,Saudi,18-25,Mobile,Paid Social,Verified
USR00740,2024-10-26,First-time,Saudi,26-32,Mobile,Referral,Verified
USR00741,2024-12-25,Returning,British Expat,33-40,Desktop,Paid Social,Verified
USR00742,2024-12-16,First-time,Emirati,26-32,Mobile,Organic Search,Verified
USR00743,2025-01-10,First-time,British Expat,51+,Mobile,Organic Search,Pending
USR00744,2025-01-22,First-time,Indian Expat,41-50,Desktop,Referral,Verified
USR00745,2024-12-03,First-time,Saudi,51+,Mobile,Organic Search,Not Started
USR00746,2024-12-06,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR00747,2025-01-05,Returning,Pakistani Expat,33-40,Mobile,Organic Search,Verified
USR00748,2025-01-25,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR00749,2024-11-20,Returning,Indian Expat,33-40,Desktop,Paid Social,Pending
USR00750,2024-10-03,First-time,Saudi,33-40,Mobile,Direct,Verified
USR00751,2025-03-11,First-time,Pakistani Expat,33-40,Tablet,Referral,Verified
USR00752,2025-02-07,First-time,British Expat,26-32,Mobile,Referral,Pending
USR00753,2024-12-30,First-time,Pakistani Expat,26-32,Desktop,Referral,Verified
USR00754,2025-03-24,Returning,Pakistani Expat,51+,Mobile,Paid Social,Verified
USR00755,2025-03-16,First-time,British Expat,26-32,Mobile,Direct,Verified
USR00756,2025-01-26,First-time,Other,41-50,Desktop,Organic Search,Verified
USR00757,2024-10-17,First-time,Filipino Expat,33-40,Desktop,Referral,Verified
USR00758,2025-01-16,First-time,Emirati,18-25,Mobile,Referral,Verified
USR00759,2025-03-30,First-time,Pakistani Expat,51+,Tablet,Organic Search,Pending
USR00760,2024-11-04,First-time,Indian Expat,26-32,Mobile,Organic Search,Verified
USR00761,2025-02-09,First-time,Indian Expat,41-50,Desktop,Referral,Pending
USR00762,2024-10-09,First-time,Pakistani Expat,33-40,Tablet,Email Campaign,Verified
USR00763,2025-03-25,First-time,British Expat,26-32,Mobile,Paid Social,Pending
USR00764,2025-03-20,Returning,Saudi,33-40,Mobile,Referral,Pending
USR00765,2025-01-28,First-time,Indian Expat,33-40,Mobile,Direct,Not Started
USR00766,2025-02-04,First-time,Saudi,51+,Desktop,Paid Social,Verified
USR00767,2024-11-10,First-time,Emirati,33-40,Desktop,Paid Social,Verified
USR00768,2024-11-22,First-time,Filipino Expat,18-25,Mobile,Organic Search,Not Started
USR00769,2025-02-03,Returning,Saudi,26-32,Mobile,Direct,Verified
USR00770,2025-03-06,Returning,Emirati,18-25,Mobile,Paid Social,Verified
USR00771,2024-10-08,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR00772,2024-12-01,First-time,Pakistani Expat,33-40,Desktop,Email Campaign,Verified
USR00773,2024-11-17,First-time,British Expat,33-40,Desktop,Organic Search,Pending
USR00774,2024-10-24,First-time,Emirati,41-50,Mobile,Paid Social,Not Started
USR00775,2025-02-14,First-time,British Expat,26-32,Mobile,Email Campaign,Verified
USR00776,2024-10-22,First-time,Other,41-50,Desktop,Direct,Verified
USR00777,2024-12-25,First-time,Pakistani Expat,41-50,Mobile,Referral,Verified
USR00778,2025-01-13,Returning,British Expat,33-40,Mobile,Paid Social,Verified
USR00779,2024-11-27,Returning,Emirati,26-32,Mobile,Paid Social,Verified
USR00780,2024-11-04,Returning,Saudi,41-50,Tablet,Paid Social,Verified
USR00781,2024-12-07,Returning,Emirati,18-25,Mobile,Referral,Pending
USR00782,2024-11-14,Returning,Indian Expat,51+,Mobile,Organic Search,Verified
USR00783,2024-12-11,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR00784,2025-02-26,First-time,Emirati,41-50,Mobile,Organic Search,Not Started
USR00785,2025-03-03,First-time,Indian Expat,18-25,Mobile,Referral,Verified
USR00786,2024-10-31,First-time,Indian Expat,26-32,Mobile,Paid Social,Pending
USR00787,2024-12-11,First-time,Indian Expat,33-40,Mobile,Organic Search,Verified
USR00788,2025-03-17,First-time,Indian Expat,18-25,Mobile,Organic Search,Not Started
USR00789,2024-12-20,Returning,Emirati,18-25,Mobile,Organic Search,Verified
USR00790,2024-10-05,First-time,Emirati,51+,Mobile,Paid Social,Not Started
USR00791,2024-10-30,First-time,Other,26-32,Desktop,Organic Search,Not Started
USR00792,2025-02-04,First-time,Saudi,51+,Mobile,Organic Search,Pending
USR00793,2024-10-26,Returning,Emirati,26-32,Desktop,Direct,Verified
USR00794,2024-11-04,First-time,British Expat,33-40,Mobile,Direct,Verified
USR00795,2025-01-15,Returning,Other,33-40,Desktop,Organic Search,Verified
USR00796,2024-10-15,First-time,Emirati,51+,Desktop,Direct,Verified
USR00797,2025-02-04,First-time,Indian Expat,51+,Mobile,Paid Social,Verified
USR00798,2024-12-23,Returning,Emirati,51+,Mobile,Paid Social,Pending
USR00799,2025-02-10,Returning,Saudi,26-32,Desktop,Organic Search,Verified
USR00800,2025-01-21,First-time,Emirati,33-40,Mobile,Email Campaign,Pending
USR00801,2025-02-05,First-time,Saudi,41-50,Mobile,Referral,Pending
USR00802,2025-03-08,Returning,Indian Expat,33-40,Mobile,Email Campaign,Verified
USR00803,2024-10-23,Returning,Indian Expat,51+,Mobile,Organic Search,Pending
USR00804,2024-10-29,First-time,Emirati,26-32,Tablet,Direct,Verified
USR00805,2025-02-26,First-time,British Expat,41-50,Desktop,Email Campaign,Not Started
USR00806,2024-11-16,Returning,Saudi,18-25,Mobile,Email Campaign,Verified
USR00807,2024-11-03,Returning,British Expat,41-50,Mobile,Organic Search,Verified
USR00808,2025-01-16,First-time,British Expat,26-32,Mobile,Referral,Pending
USR00809,2025-02-06,First-time,Indian Expat,26-32,Mobile,Referral,Not Started
USR00810,2024-10-13,First-time,Emirati,33-40,Mobile,Organic Search,Not Started
USR00811,2025-03-14,Returning,Indian Expat,51+,Desktop,App Store,Verified
USR00812,2024-10-03,First-time,Emirati,33-40,Tablet,App Store,Pending
USR00813,2024-11-15,First-time,Emirati,26-32,Mobile,Referral,Pending
USR00814,2025-01-15,First-time,British Expat,26-32,Mobile,Email Campaign,Pending
USR00815,2024-11-04,First-time,Emirati,51+,Mobile,Organic Search,Not Started
USR00816,2025-02-14,Returning,Emirati,26-32,Desktop,Paid Social,Pending
USR00817,2025-01-07,First-time,Saudi,26-32,Mobile,Organic Search,Verified
USR00818,2024-10-27,First-time,Emirati,33-40,Desktop,Direct,Verified
USR00819,2025-01-06,First-time,Pakistani Expat,18-25,Desktop,Organic Search,Verified
USR00820,2024-12-22,Returning,Saudi,33-40,Desktop,Organic Search,Verified
USR00821,2025-03-21,First-time,Indian Expat,51+,Mobile,Organic Search,Pending
USR00822,2025-02-14,First-time,Emirati,26-32,Mobile,Direct,Not Started
USR00823,2024-11-18,First-time,Indian Expat,26-32,Desktop,Email Campaign,Verified
USR00824,2025-01-06,First-time,Indian Expat,18-25,Desktop,App Store,Verified
USR00825,2024-10-18,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR00826,2025-01-31,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR00827,2025-02-12,First-time,Pakistani Expat,18-25,Desktop,Organic Search,Verified
USR00828,2025-01-20,Returning,British Expat,33-40,Desktop,Referral,Verified
USR00829,2025-03-29,Returning,Emirati,26-32,Tablet,Direct,Verified
USR00830,2025-02-14,First-time,Pakistani Expat,41-50,Desktop,Paid Social,Verified
USR00831,2024-12-27,Returning,Emirati,33-40,Mobile,Direct,Verified
USR00832,2025-03-11,First-time,Emirati,33-40,Mobile,Paid Social,Verified
USR00833,2024-12-14,Returning,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR00834,2024-12-09,Returning,Other,26-32,Tablet,Referral,Verified
USR00835,2024-10-13,First-time,Indian Expat,33-40,Mobile,Referral,Verified
USR00836,2025-02-02,First-time,Indian Expat,26-32,Tablet,Paid Social,Verified
USR00837,2025-03-10,First-time,Other,41-50,Desktop,App Store,Verified
USR00838,2025-01-29,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR00839,2024-11-07,First-time,Indian Expat,41-50,Desktop,Paid Social,Pending
USR00840,2025-02-19,First-time,Saudi,26-32,Desktop,Direct,Verified
USR00841,2024-11-30,First-time,British Expat,51+,Desktop,Organic Search,Verified
USR00842,2025-03-20,First-time,Pakistani Expat,33-40,Desktop,Referral,Verified
USR00843,2025-02-21,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Pending
USR00844,2025-02-08,First-time,Emirati,26-32,Mobile,Paid Social,Verified
USR00845,2025-01-09,First-time,Saudi,33-40,Mobile,Direct,Not Started
USR00846,2025-02-27,First-time,Indian Expat,18-25,Mobile,Paid Social,Pending
USR00847,2025-02-07,First-time,Pakistani Expat,33-40,Desktop,Organic Search,Verified
USR00848,2025-01-17,First-time,British Expat,33-40,Mobile,Paid Social,Pending
USR00849,2024-12-25,First-time,Saudi,26-32,Mobile,Email Campaign,Pending
USR00850,2025-03-23,First-time,British Expat,41-50,Mobile,Paid Social,Not Started
USR00851,2025-02-08,First-time,British Expat,26-32,Tablet,Organic Search,Verified
USR00852,2024-12-19,First-time,Indian Expat,33-40,Mobile,Paid Social,Pending
USR00853,2024-11-30,First-time,British Expat,18-25,Desktop,Direct,Verified
USR00854,2025-01-19,Returning,British Expat,41-50,Mobile,Organic Search,Verified
USR00855,2025-02-15,First-time,Saudi,26-32,Tablet,Direct,Verified
USR00856,2024-10-24,Returning,Saudi,41-50,Desktop,Paid Social,Not Started
USR00857,2024-10-07,First-time,Saudi,41-50,Mobile,Direct,Pending
USR00858,2025-02-13,First-time,Emirati,26-32,Desktop,App Store,Verified
USR00859,2025-01-05,Returning,Saudi,26-32,Desktop,Organic Search,Verified
USR00860,2024-11-03,Returning,Pakistani Expat,26-32,Mobile,Referral,Verified
USR00861,2024-10-18,First-time,Indian Expat,51+,Desktop,Referral,Verified
USR00862,2025-01-11,First-time,Pakistani Expat,18-25,Mobile,Paid Social,Pending
USR00863,2025-02-14,First-time,British Expat,26-32,Desktop,Direct,Pending
USR00864,2024-11-23,First-time,Other,18-25,Mobile,App Store,Verified
USR00865,2024-11-03,First-time,Emirati,33-40,Mobile,Organic Search,Not Started
USR00866,2024-10-15,First-time,Emirati,26-32,Mobile,Referral,Not Started
USR00867,2025-03-24,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR00868,2024-12-13,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Pending
USR00869,2024-11-03,Returning,Indian Expat,26-32,Desktop,Direct,Verified
USR00870,2024-12-21,Returning,Indian Expat,51+,Tablet,Email Campaign,Verified
USR00871,2025-01-09,First-time,Other,33-40,Mobile,Organic Search,Not Started
USR00872,2024-11-06,First-time,Saudi,51+,Mobile,Organic Search,Not Started
USR00873,2025-01-26,First-time,British Expat,26-32,Mobile,Organic Search,Not Started
USR00874,2025-02-05,First-time,Filipino Expat,41-50,Mobile,Organic Search,Verified
USR00875,2024-10-17,Returning,Indian Expat,33-40,Desktop,Organic Search,Verified
USR00876,2024-11-24,First-time,Filipino Expat,26-32,Mobile,Organic Search,Pending
USR00877,2024-10-28,Returning,Other,41-50,Mobile,Email Campaign,Verified
USR00878,2025-01-10,First-time,Emirati,26-32,Desktop,Paid Social,Verified
USR00879,2025-02-27,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR00880,2024-12-02,First-time,Emirati,33-40,Mobile,Paid Social,Pending
USR00881,2025-01-06,First-time,Indian Expat,33-40,Mobile,Paid Social,Verified
USR00882,2025-01-28,First-time,Indian Expat,33-40,Mobile,Direct,Verified
USR00883,2025-02-05,First-time,Saudi,33-40,Mobile,Referral,Verified
USR00884,2025-03-22,First-time,Saudi,51+,Mobile,Referral,Verified
USR00885,2025-01-10,Returning,Filipino Expat,26-32,Mobile,Organic Search,Verified
USR00886,2024-10-06,Returning,Emirati,18-25,Mobile,Paid Social,Pending
USR00887,2024-12-22,Returning,British Expat,26-32,Mobile,Referral,Verified
USR00888,2024-12-26,First-time,Indian Expat,26-32,Mobile,Paid Social,Pending
USR00889,2024-10-06,Returning,Emirati,51+,Desktop,App Store,Verified
USR00890,2025-02-10,First-time,Indian Expat,26-32,Mobile,Email Campaign,Not Started
USR00891,2024-10-26,First-time,British Expat,33-40,Mobile,Organic Search,Pending
USR00892,2024-10-20,Returning,British Expat,33-40,Mobile,Organic Search,Verified
USR00893,2025-01-17,First-time,Saudi,41-50,Desktop,Email Campaign,Not Started
USR00894,2024-12-14,First-time,Indian Expat,41-50,Tablet,Referral,Verified
USR00895,2024-11-26,Returning,Emirati,33-40,Tablet,Email Campaign,Pending
USR00896,2024-12-24,First-time,Emirati,33-40,Mobile,Direct,Verified
USR00897,2025-01-19,First-time,Filipino Expat,26-32,Mobile,App Store,Not Started
USR00898,2024-11-10,First-time,Indian Expat,18-25,Mobile,Organic Search,Verified
USR00899,2024-12-01,First-time,Saudi,41-50,Desktop,Direct,Verified
USR00900,2025-01-15,First-time,Other,33-40,Desktop,Email Campaign,Verified
USR00901,2024-10-21,Returning,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR00902,2025-01-29,First-time,Indian Expat,26-32,Desktop,Referral,Not Started
USR00903,2025-02-28,First-time,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR00904,2024-11-01,First-time,Pakistani Expat,18-25,Desktop,Direct,Pending
USR00905,2024-12-10,Returning,Emirati,26-32,Mobile,Paid Social,Verified
USR00906,2025-03-17,First-time,Emirati,51+,Mobile,Paid Social,Not Started
USR00907,2025-03-24,Returning,Indian Expat,26-32,Tablet,Direct,Verified
USR00908,2025-01-27,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Pending
USR00909,2025-01-11,First-time,Emirati,18-25,Desktop,Organic Search,Verified
USR00910,2024-11-07,First-time,Pakistani Expat,33-40,Mobile,Paid Social,Pending
USR00911,2024-10-09,First-time,Other,33-40,Desktop,Referral,Verified
USR00912,2024-12-01,First-time,Indian Expat,33-40,Mobile,App Store,Verified
USR00913,2024-11-28,First-time,British Expat,18-25,Mobile,Paid Social,Pending
USR00914,2024-12-07,First-time,Indian Expat,33-40,Mobile,Direct,Verified
USR00915,2024-11-30,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR00916,2025-03-04,Returning,British Expat,26-32,Mobile,Referral,Pending
USR00917,2024-10-29,First-time,Pakistani Expat,26-32,Mobile,Direct,Verified
USR00918,2024-12-23,First-time,Indian Expat,26-32,Tablet,Email Campaign,Pending
USR00919,2025-03-03,First-time,Emirati,26-32,Mobile,Direct,Not Started
USR00920,2025-02-10,First-time,Emirati,18-25,Desktop,Email Campaign,Verified
USR00921,2024-12-09,First-time,Other,41-50,Desktop,Referral,Verified
USR00922,2024-12-08,First-time,Emirati,33-40,Mobile,Organic Search,Pending
USR00923,2024-12-04,Returning,Indian Expat,33-40,Desktop,Organic Search,Verified
USR00924,2025-01-03,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR00925,2024-12-30,First-time,Pakistani Expat,26-32,Mobile,App Store,Pending
USR00926,2024-12-28,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR00927,2024-10-27,First-time,Indian Expat,33-40,Mobile,Direct,Verified
USR00928,2024-11-05,First-time,Other,41-50,Mobile,App Store,Not Started
USR00929,2025-01-14,First-time,Pakistani Expat,41-50,Desktop,Referral,Verified
USR00930,2024-10-17,First-time,Pakistani Expat,26-32,Desktop,Organic Search,Verified
USR00931,2025-02-05,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR00932,2024-11-17,First-time,British Expat,26-32,Desktop,Referral,Verified
USR00933,2025-03-22,First-time,Indian Expat,26-32,Mobile,Referral,Verified
USR00934,2025-01-30,First-time,British Expat,26-32,Desktop,Referral,Verified
USR00935,2024-10-08,First-time,Saudi,26-32,Desktop,Direct,Not Started
USR00936,2024-12-28,First-time,British Expat,51+,Desktop,Email Campaign,Not Started
USR00937,2025-02-23,Returning,Pakistani Expat,26-32,Mobile,Direct,Verified
USR00938,2025-01-21,First-time,Saudi,33-40,Desktop,Email Campaign,Not Started
USR00939,2024-10-21,Returning,Emirati,51+,Mobile,Organic Search,Verified
USR00940,2025-03-02,First-time,Indian Expat,41-50,Mobile,App Store,Verified
USR00941,2025-01-26,Returning,Emirati,33-40,Mobile,Organic Search,Pending
USR00942,2024-10-09,First-time,British Expat,33-40,Tablet,Direct,Pending
USR00943,2025-03-18,First-time,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR00944,2025-01-25,Returning,Other,26-32,Desktop,Organic Search,Verified
USR00945,2025-01-26,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR00946,2025-02-10,First-time,Pakistani Expat,33-40,Mobile,Organic Search,Verified
USR00947,2024-12-30,First-time,Indian Expat,26-32,Mobile,Referral,Not Started
USR00948,2024-12-19,First-time,Indian Expat,41-50,Mobile,Referral,Verified
USR00949,2025-02-18,First-time,Emirati,33-40,Desktop,Referral,Verified
USR00950,2024-10-28,First-time,British Expat,18-25,Mobile,Paid Social,Pending
USR00951,2024-10-03,Returning,British Expat,33-40,Desktop,Referral,Verified
USR00952,2024-11-10,Returning,Filipino Expat,33-40,Mobile,Referral,Verified
USR00953,2025-02-18,Returning,Other,33-40,Tablet,Paid Social,Verified
USR00954,2024-10-23,First-time,Emirati,41-50,Desktop,Paid Social,Pending
USR00955,2025-02-27,First-time,Emirati,41-50,Mobile,App Store,Verified
USR00956,2025-01-04,First-time,Pakistani Expat,33-40,Mobile,Referral,Not Started
USR00957,2025-02-20,First-time,Saudi,33-40,Mobile,Organic Search,Not Started
USR00958,2024-12-30,Returning,Saudi,33-40,Desktop,Paid Social,Not Started
USR00959,2025-02-15,Returning,Saudi,26-32,Mobile,Paid Social,Verified
USR00960,2025-03-07,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Not Started
USR00961,2025-02-21,First-time,Indian Expat,26-32,Mobile,Direct,Pending
USR00962,2024-11-08,First-time,Other,33-40,Mobile,Paid Social,Pending
USR00963,2025-02-19,First-time,British Expat,18-25,Desktop,Paid Social,Verified
USR00964,2025-02-18,Returning,Emirati,33-40,Mobile,Organic Search,Verified
USR00965,2025-01-09,First-time,Emirati,26-32,Mobile,Referral,Verified
USR00966,2024-10-25,First-time,British Expat,33-40,Mobile,Direct,Not Started
USR00967,2025-03-01,First-time,Saudi,26-32,Desktop,Direct,Pending
USR00968,2025-03-20,First-time,Indian Expat,18-25,Mobile,Paid Social,Verified
USR00969,2025-02-28,First-time,British Expat,41-50,Mobile,Organic Search,Not Started
USR00970,2025-02-19,First-time,Filipino Expat,18-25,Mobile,Paid Social,Pending
USR00971,2025-02-01,First-time,Indian Expat,26-32,Mobile,Direct,Pending
USR00972,2024-11-23,Returning,Emirati,18-25,Tablet,Referral,Verified
USR00973,2024-11-11,Returning,British Expat,18-25,Mobile,Referral,Pending
USR00974,2024-12-19,First-time,Indian Expat,26-32,Desktop,Organic Search,Pending
USR00975,2025-02-21,First-time,Indian Expat,18-25,Mobile,Organic Search,Pending
USR00976,2025-02-19,First-time,British Expat,51+,Desktop,Referral,Verified
USR00977,2025-01-08,First-time,Indian Expat,41-50,Desktop,Paid Social,Pending
USR00978,2025-02-10,First-time,Saudi,26-32,Mobile,Referral,Not Started
USR00979,2024-11-21,Returning,Saudi,26-32,Desktop,Organic Search,Not Started
USR00980,2024-10-21,First-time,Filipino Expat,51+,Desktop,App Store,Verified
USR00981,2025-01-24,First-time,British Expat,33-40,Desktop,Organic Search,Pending
USR00982,2024-11-10,Returning,Saudi,41-50,Mobile,Email Campaign,Verified
USR00983,2024-10-30,First-time,Saudi,33-40,Desktop,Referral,Pending
USR00984,2024-11-07,First-time,Indian Expat,26-32,Mobile,Paid Social,Verified
USR00985,2025-03-04,Returning,Indian Expat,33-40,Desktop,App Store,Verified
USR00986,2024-12-12,Returning,Indian Expat,51+,Mobile,Direct,Verified
USR00987,2025-01-19,First-time,British Expat,18-25,Desktop,Organic Search,Not Started
USR00988,2024-12-04,First-time,Pakistani Expat,33-40,Mobile,Direct,Pending
USR00989,2024-10-31,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR00990,2025-03-16,Returning,Emirati,18-25,Mobile,Organic Search,Verified
USR00991,2024-12-25,First-time,Pakistani Expat,26-32,Tablet,Organic Search,Verified
USR00992,2025-01-19,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR00993,2024-10-09,Returning,Saudi,41-50,Desktop,App Store,Verified
USR00994,2024-11-26,First-time,Indian Expat,41-50,Desktop,App Store,Pending
USR00995,2025-03-02,Returning,Filipino Expat,33-40,Mobile,Organic Search,Verified
USR00996,2025-03-30,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR00997,2024-10-29,First-time,Pakistani Expat,26-32,Mobile,Direct,Pending
USR00998,2024-12-13,Returning,British Expat,41-50,Desktop,Referral,Verified
USR00999,2025-02-21,First-time,Other,41-50,Desktop,Paid Social,Pending
USR01000,2024-11-02,First-time,Saudi,51+,Mobile,Direct,Pending
USR01001,2024-11-13,Returning,Pakistani Expat,33-40,Mobile,Paid Social,Verified
USR01002,2024-10-02,First-time,Pakistani Expat,33-40,Desktop,Paid Social,Verified
USR01003,2024-12-07,First-time,Indian Expat,26-32,Desktop,Paid Social,Pending
USR01004,2024-11-01,First-time,Indian Expat,26-32,Mobile,Referral,Pending
USR01005,2024-10-15,Returning,British Expat,26-32,Desktop,Organic Search,Verified
USR01006,2025-01-23,First-time,Pakistani Expat,18-25,Mobile,Paid Social,Verified
USR01007,2024-10-02,First-time,British Expat,41-50,Mobile,App Store,Verified
USR01008,2024-12-06,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR01009,2024-11-02,First-time,Other,51+,Mobile,Paid Social,Pending
USR01010,2024-10-18,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR01011,2024-12-21,First-time,British Expat,26-32,Mobile,Direct,Pending
USR01012,2025-01-27,First-time,Other,18-25,Mobile,Organic Search,Pending
USR01013,2025-01-04,Returning,Indian Expat,26-32,Desktop,Referral,Verified
USR01014,2024-11-13,First-time,Pakistani Expat,33-40,Mobile,Email Campaign,Verified
USR01015,2024-11-03,First-time,Emirati,41-50,Desktop,Email Campaign,Verified
USR01016,2024-11-15,First-time,Pakistani Expat,33-40,Mobile,Organic Search,Pending
USR01017,2025-02-01,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR01018,2025-01-02,First-time,Emirati,41-50,Mobile,Paid Social,Verified
USR01019,2024-12-15,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR01020,2024-12-07,First-time,Other,33-40,Mobile,Referral,Pending
USR01021,2024-12-11,First-time,British Expat,33-40,Mobile,Paid Social,Pending
USR01022,2024-12-03,Returning,British Expat,18-25,Desktop,Organic Search,Verified
USR01023,2024-12-25,Returning,Indian Expat,51+,Desktop,Referral,Verified
USR01024,2025-01-25,First-time,Emirati,18-25,Tablet,Organic Search,Verified
USR01025,2025-03-05,First-time,Other,26-32,Mobile,Referral,Not Started
USR01026,2025-01-23,Returning,British Expat,26-32,Desktop,Paid Social,Verified
USR01027,2025-01-25,Returning,Emirati,26-32,Mobile,Referral,Not Started
USR01028,2025-01-31,First-time,British Expat,26-32,Desktop,Paid Social,Verified
USR01029,2024-10-29,First-time,Emirati,41-50,Tablet,App Store,Verified
USR01030,2025-01-11,First-time,Indian Expat,41-50,Mobile,Direct,Verified
USR01031,2025-02-25,First-time,Emirati,41-50,Tablet,Paid Social,Verified
USR01032,2024-10-03,First-time,British Expat,26-32,Desktop,App Store,Verified
USR01033,2025-02-10,First-time,Emirati,26-32,Mobile,Paid Social,Not Started
