session_id,user_id,listing_id,doc_type,time_spent_sec,pages_viewed,downloaded,device_type,investor_type
SES001094,USR00604,LST030,Investment Memorandum,216,13,True,Desktop,Returning
SES001095,USR00605,LST019,Projections (XLSX),130,3,False,Desktop,First-time
SES001095,USR00605,LST019,Property Brochure,255,2,False,Desktop,First-time
SES001095,USR00605,LST019,Property Valuation Report,64,1,False,Desktop,First-time
SES001098,USR00606,LST027,Whitepaper,60,4,True,Mobile,Returning
SES001098,USR00606,LST027,Property Brochure,61,1,False,Mobile,Returning
SES001098,USR00606,LST027,Property Valuation Report,26,6,False,Mobile,Returning
SES001098,USR00606,LST027,Projections (XLSX),149,5,True,Mobile,Returning
SES001098,USR00606,LST027,Investment Memorandum,87,8,False,Mobile,Returning
SES001100,USR00607,LST028,Whitepaper,80,4,False,Desktop,First-time
SES001100,USR00607,LST028,Property Brochure (Unit Specific),74,1,False,Desktop,First-time
SES001101,USR00607,LST002,Property Brochure (Unit Specific),116,1,True,Desktop,First-time
SES001101,USR00607,LST002,Whitepaper,23,5,True,Desktop,First-time
SES001101,USR00607,LST002,Investment Memorandum,45,14,False,Desktop,First-time
SES001102,USR00608,LST004,Whitepaper,231,6,True,Desktop,First-time
SES001102,USR00608,LST004,Investment Memorandum,50,9,False,Desktop,First-time
SES001102,USR00608,LST004,Property Brochure (Unit Specific),50,3,False,Desktop,First-time
SES001102,USR00608,LST004,Property Brochure,180,3,False,Desktop,First-time
SES001113,USR00613,LST028,Whitepaper,31,4,False,Mobile,Returning
SES001113,USR00613,LST028,Property Brochure (Unit Specific),18,4,False,Mobile,Returning
SES001114,USR00613,LST029,Property Valuation Report,43,6,True,Mobile,Returning
SES001114,USR00613,LST029,Property Brochure,18,2,False,Mobile,Returning
SES001114,USR00613,LST029,Projections (XLSX),489,9,False,Mobile,Returning
SES001115,USR00614,LST007,Property Valuation Report,132,7,False,Tablet,Returning
SES001115,USR00614,LST007,Projections (XLSX),745,6,False,Tablet,Returning
SES001115,USR00614,LST007,Property Brochure (Unit Specific),37,1,False,Tablet,Returning
SES001115,USR00614,LST007,Whitepaper,84,6,False,Tablet,Returning
SES001115,USR00614,LST007,Investment Memorandum,199,7,True,Tablet,Returning
SES001115,USR00614,LST007,Property Brochure,69,3,False,Tablet,Returning
SES001116,USR00614,LST030,Property Brochure,23,3,True,Tablet,Returning
SES001116,USR00614,LST030,Investment Memorandum,117,11,False,Tablet,Returning
SES001116,USR00614,LST030,Whitepaper,222,6,False,Tablet,Returning
SES001116,USR00614,LST030,Property Valuation Report,164,4,False,Tablet,Returning
SES001116,USR00614,LST030,Projections (XLSX),73,8,True,Tablet,Returning
SES001118,USR00614,LST009,Property Valuation Report,239,2,False,Tablet,Returning
SES001118,USR00614,LST009,Property Brochure,75,3,False,Tablet,Returning
SES001124,USR00617,LST001,Property Valuation Report,332,2,False,Desktop,Returning
SES001124,USR00617,LST001,Whitepaper,70,4,False,Desktop,Returning
SES001124,USR00617,LST001,Property Brochure (Unit Specific),175,4,False,Desktop,Returning
SES001124,USR00617,LST001,Property Brochure,124,1,False,Desktop,Returning
SES001134,USR00622,LST004,Whitepaper,20,5,False,Desktop,First-time
SES001134,USR00622,LST004,Projections (XLSX),353,7,True,Desktop,First-time
SES001134,USR00622,LST004,Property Valuation Report,63,2,False,Desktop,First-time
SES001142,USR00628,LST011,Projections (XLSX),477,5,True,Mobile,Returning
SES001142,USR00628,LST011,Investment Memorandum,102,7,False,Mobile,Returning
SES001142,USR00628,LST011,Whitepaper,159,6,False,Mobile,Returning
SES001143,USR00629,LST007,Property Valuation Report,24,1,True,Mobile,Returning
SES001143,USR00629,LST007,Investment Memorandum,250,7,False,Mobile,Returning
SES001144,USR00629,LST017,Investment Memorandum,190,12,False,Mobile,Returning
SES001144,USR00629,LST017,Property Brochure,50,4,False,Mobile,Returning
SES001146,USR00630,LST029,Investment Memorandum,1639,13,False,Desktop,First-time
SES001146,USR00630,LST029,Property Brochure (Unit Specific),278,3,False,Desktop,First-time
SES001146,USR00630,LST029,Property Valuation Report,134,7,False,Desktop,First-time
SES001146,USR00630,LST029,Projections (XLSX),1722,8,False,Desktop,First-time
SES001150,USR00631,LST025,Whitepaper,31,1,False,Mobile,Returning
SES001150,USR00631,LST025,Property Valuation Report,34,5,False,Mobile,Returning
SES001150,USR00631,LST025,Investment Memorandum,28,10,True,Mobile,Returning
SES001150,USR00631,LST025,Property Brochure (Unit Specific),23,4,False,Mobile,Returning
SES001150,USR00631,LST025,Property Brochure,20,4,False,Mobile,Returning
SES001151,USR00631,LST025,Property Brochure,22,2,False,Mobile,Returning
SES001151,USR00631,LST025,Property Valuation Report,32,6,False,Mobile,Returning
SES001151,USR00631,LST025,Projections (XLSX),407,6,True,Mobile,Returning
SES001151,USR00631,LST025,Whitepaper,173,1,False,Mobile,Returning
SES001157,USR00635,LST016,Whitepaper,49,2,False,Mobile,First-time
SES001158,USR00636,LST003,Property Brochure,46,3,False,Mobile,First-time
SES001158,USR00636,LST003,Property Valuation Report,191,4,True,Mobile,First-time
SES001159,USR00636,LST023,Property Brochure,71,3,True,Mobile,First-time
SES001164,USR00637,LST003,Investment Memorandum,117,5,False,Mobile,First-time
SES001174,USR00641,LST027,Investment Memorandum,531,8,True,Desktop,First-time
SES001174,USR00641,LST027,Whitepaper,66,4,False,Desktop,First-time
SES001174,USR00641,LST027,Property Brochure (Unit Specific),140,4,False,Desktop,First-time
SES001174,USR00641,LST027,Property Brochure,61,2,False,Desktop,First-time
SES001177,USR00642,LST001,Projections (XLSX),268,4,True,Mobile,Returning
SES001177,USR00642,LST001,Investment Memorandum,81,12,True,Mobile,Returning
SES001177,USR00642,LST001,Property Brochure (Unit Specific),214,2,False,Mobile,Returning
SES001177,USR00642,LST001,Whitepaper,82,3,False,Mobile,Returning
SES001179,USR00642,LST019,Property Valuation Report,265,5,False,Mobile,Returning
SES001179,USR00642,LST019,Property Brochure (Unit Specific),16,3,False,Mobile,Returning
SES001179,USR00642,LST019,Property Brochure,71,3,False,Mobile,Returning
SES001179,USR00642,LST019,Investment Memorandum,41,11,False,Mobile,Returning
SES001181,USR00643,LST013,Investment Memorandum,294,14,False,Mobile,First-time
SES001181,USR00643,LST013,Property Valuation Report,12,7,False,Mobile,First-time
SES001181,USR00643,LST013,Property Brochure (Unit Specific),12,4,False,Mobile,First-time
SES001181,USR00643,LST013,Property Brochure,131,3,False,Mobile,First-time
SES001193,USR00651,LST004,Whitepaper,49,4,False,Desktop,Returning
SES001193,USR00651,LST004,Property Valuation Report,267,6,False,Desktop,Returning
SES001193,USR00651,LST004,Property Brochure,779,2,False,Desktop,Returning
SES001193,USR00651,LST004,Investment Memorandum,81,2,False,Desktop,Returning
SES001193,USR00651,LST004,Projections (XLSX),148,2,False,Desktop,Returning
SES001195,USR00653,LST014,Investment Memorandum,278,1,False,Mobile,First-time
SES001195,USR00653,LST014,Property Brochure (Unit Specific),19,2,False,Mobile,First-time
SES001195,USR00653,LST014,Whitepaper,22,1,True,Mobile,First-time
SES001196,USR00653,LST005,Property Valuation Report,36,7,False,Mobile,First-time
SES001198,USR00654,LST001,Whitepaper,215,3,False,Desktop,First-time
SES001208,USR00662,LST028,Property Brochure,53,1,False,Mobile,First-time
SES001208,USR00662,LST028,Whitepaper,132,6,False,Mobile,First-time
SES001214,USR00663,LST017,Whitepaper,104,1,False,Desktop,First-time
SES001214,USR00663,LST017,Investment Memorandum,300,4,False,Desktop,First-time
SES001214,USR00663,LST017,Property Brochure,566,3,True,Desktop,First-time
SES001215,USR00664,LST029,Investment Memorandum,57,6,False,Mobile,First-time
SES001215,USR00664,LST029,Property Brochure (Unit Specific),52,4,False,Mobile,First-time
SES001218,USR00666,LST002,Whitepaper,84,5,False,Desktop,Returning
SES001218,USR00666,LST002,Investment Memorandum,103,5,False,Desktop,Returning
SES001221,USR00668,LST001,Whitepaper,161,4,False,Desktop,Returning
SES001221,USR00668,LST001,Projections (XLSX),293,8,True,Desktop,Returning
SES001221,USR00668,LST001,Property Brochure (Unit Specific),28,2,False,Desktop,Returning
SES001221,USR00668,LST001,Investment Memorandum,224,11,True,Desktop,Returning
SES001221,USR00668,LST001,Property Valuation Report,85,1,False,Desktop,Returning
SES001222,USR00669,LST030,Property Valuation Report,485,2,False,Desktop,First-time
SES001222,USR00669,LST030,Property Brochure,89,1,False,Desktop,First-time
SES001222,USR00669,LST030,Whitepaper,223,2,False,Desktop,First-time
SES001222,USR00669,LST030,Investment Memorandum,314,4,True,Desktop,First-time
SES001226,USR00673,LST010,Property Brochure,24,2,False,Mobile,Returning
SES001226,USR00673,LST010,Projections (XLSX),497,6,False,Mobile,Returning
SES001226,USR00673,LST010,Whitepaper,39,6,True,Mobile,Returning
SES001226,USR00673,LST010,Investment Memorandum,215,14,False,Mobile,Returning
SES001229,USR00674,LST001,Projections (XLSX),156,7,False,Desktop,Returning
SES001229,USR00674,LST001,Property Brochure (Unit Specific),89,2,False,Desktop,Returning
SES001232,USR00676,LST018,Property Brochure (Unit Specific),22,4,False,Mobile,First-time
SES001232,USR00676,LST018,Investment Memorandum,62,10,False,Mobile,First-time
SES001236,USR00679,LST026,Whitepaper,81,3,True,Mobile,First-time
SES001236,USR00679,LST026,Investment Memorandum,53,13,False,Mobile,First-time
SES001236,USR00679,LST026,Property Brochure,8,3,False,Mobile,First-time
SES001236,USR00679,LST026,Property Brochure (Unit Specific),17,4,False,Mobile,First-time
SES001239,USR00680,LST025,Property Brochure (Unit Specific),29,4,False,Desktop,First-time
SES001239,USR00680,LST025,Whitepaper,44,3,False,Desktop,First-time
SES001239,USR00680,LST025,Projections (XLSX),405,8,True,Desktop,First-time
SES001239,USR00680,LST025,Property Valuation Report,63,3,True,Desktop,First-time
SES001240,USR00681,LST016,Whitepaper,77,2,False,Desktop,Returning
SES001240,USR00681,LST016,Projections (XLSX),942,7,True,Desktop,Returning
SES001240,USR00681,LST016,Property Brochure (Unit Specific),56,4,True,Desktop,Returning
SES001241,USR00681,LST023,Whitepaper,64,4,False,Desktop,Returning
SES001241,USR00681,LST023,Property Brochure,167,1,False,Desktop,Returning
SES001242,USR00682,LST002,Property Valuation Report,118,1,True,Mobile,Returning
SES001242,USR00682,LST002,Property Brochure (Unit Specific),41,1,True,Mobile,Returning
SES001242,USR00682,LST002,Investment Memorandum,495,7,True,Mobile,Returning
SES001242,USR00682,LST002,Whitepaper,124,6,False,Mobile,Returning
SES001245,USR00684,LST028,Projections (XLSX),57,9,False,Mobile,Returning
SES001245,USR00684,LST028,Property Valuation Report,29,6,False,Mobile,Returning
SES001245,USR00684,LST028,Property Brochure,99,1,False,Mobile,Returning
SES001247,USR00685,LST019,Whitepaper,21,1,False,Mobile,Returning
SES001247,USR00685,LST019,Property Brochure,97,4,True,Mobile,Returning
SES001256,USR00692,LST023,Investment Memorandum,401,7,True,Desktop,First-time
SES001258,USR00693,LST021,Investment Memorandum,202,13,False,Tablet,First-time
SES001261,USR00696,LST020,Property Brochure (Unit Specific),8,4,False,Mobile,Returning
SES001261,USR00696,LST020,Investment Memorandum,128,5,True,Mobile,Returning
SES001267,USR00699,LST022,Property Brochure,41,4,False,Mobile,First-time
SES001269,USR00700,LST012,Property Valuation Report,49,1,False,Mobile,First-time
SES001285,USR00709,LST010,Property Brochure (Unit Specific),129,4,False,Mobile,Returning
SES001285,USR00709,LST010,Projections (XLSX),54,5,True,Mobile,Returning
SES001285,USR00709,LST010,Property Valuation Report,24,5,False,Mobile,Returning
SES001294,USR00716,LST025,Property Brochure,55,1,False,Tablet,First-time
SES001299,USR00719,LST001,Investment Memorandum,70,12,False,Desktop,First-time
SES001299,USR00719,LST001,Property Valuation Report,30,1,False,Desktop,First-time
SES001299,USR00719,LST001,Property Brochure,114,4,False,Desktop,First-time
SES001301,USR00720,LST014,Investment Memorandum,74,12,False,Mobile,First-time
SES001308,USR00723,LST016,Projections (XLSX),519,6,True,Desktop,Returning
SES001308,USR00723,LST016,Property Brochure,19,1,False,Desktop,Returning
SES001308,USR00723,LST016,Property Valuation Report,101,5,True,Desktop,Returning
SES001308,USR00723,LST016,Property Brochure (Unit Specific),203,2,False,Desktop,Returning
SES001312,USR00725,LST021,Investment Memorandum,108,10,True,Mobile,First-time
SES001319,USR00729,LST008,Property Brochure,87,4,False,Mobile,First-time
SES001319,USR00729,LST008,Projections (XLSX),26,3,True,Mobile,First-time
SES001322,USR00732,LST023,Property Brochure (Unit Specific),29,3,False,Desktop,First-time
SES001322,USR00732,LST023,Property Brochure,124,1,False,Desktop,First-time
SES001326,USR00734,LST004,Property Valuation Report,150,1,False,Desktop,First-time
SES001326,USR00734,LST004,Investment Memorandum,195,4,False,Desktop,First-time
SES001326,USR00734,LST004,Projections (XLSX),165,6,False,Desktop,First-time
SES001326,USR00734,LST004,Property Brochure,153,4,False,Desktop,First-time
SES001327,USR00734,LST022,Investment Memorandum,113,9,False,Desktop,First-time
SES001327,USR00734,LST022,Property Valuation Report,176,1,False,Desktop,First-time
SES001327,USR00734,LST022,Property Brochure (Unit Specific),408,2,False,Desktop,First-time
SES001329,USR00736,LST016,Property Brochure (Unit Specific),338,3,False,Desktop,Returning
SES001329,USR00736,LST016,Property Brochure,37,3,False,Desktop,Returning
SES001329,USR00736,LST016,Investment Memorandum,38,2,True,Desktop,Returning
SES001331,USR00737,LST027,Investment Memorandum,109,13,False,Mobile,Returning
SES001331,USR00737,LST027,Whitepaper,34,4,False,Mobile,Returning
SES001331,USR00737,LST027,Property Brochure (Unit Specific),9,3,False,Mobile,Returning
SES001331,USR00737,LST027,Property Valuation Report,283,2,True,Mobile,Returning
SES001337,USR00741,LST005,Property Valuation Report,497,2,False,Desktop,Returning
SES001337,USR00741,LST005,Investment Memorandum,683,4,False,Desktop,Returning
SES001337,USR00741,LST005,Projections (XLSX),130,6,True,Desktop,Returning
SES001337,USR00741,LST005,Property Brochure,61,4,False,Desktop,Returning
SES001338,USR00742,LST010,Property Brochure,261,4,False,Mobile,First-time
SES001344,USR00743,LST014,Property Valuation Report,85,3,False,Mobile,First-time
SES001345,USR00744,LST005,Property Valuation Report,49,7,False,Desktop,First-time
SES001345,USR00744,LST005,Whitepaper,189,6,False,Desktop,First-time
SES001347,USR00744,LST015,Property Valuation Report,72,4,True,Desktop,First-time
SES001347,USR00744,LST015,Investment Memorandum,190,2,False,Desktop,First-time
SES001347,USR00744,LST015,Projections (XLSX),410,7,False,Desktop,First-time
SES001347,USR00744,LST015,Property Brochure,43,2,False,Desktop,First-time
SES001347,USR00744,LST015,Property Brochure (Unit Specific),34,4,False,Desktop,First-time
SES001354,USR00748,LST017,Investment Memorandum,214,6,False,Mobile,First-time
SES001356,USR00749,LST001,Whitepaper,189,5,False,Desktop,Returning
SES001356,USR00749,LST001,Property Brochure (Unit Specific),177,1,False,Desktop,Returning
SES001356,USR00749,LST001,Property Valuation Report,513,6,False,Desktop,Returning
SES001356,USR00749,LST001,Property Brochure,167,1,False,Desktop,Returning
SES001362,USR00753,LST018,Projections (XLSX),187,9,True,Desktop,First-time
SES001363,USR00753,LST008,Property Brochure,170,4,False,Desktop,First-time
SES001363,USR00753,LST008,Investment Memorandum,333,10,False,Desktop,First-time
SES001366,USR00754,LST027,Projections (XLSX),137,4,True,Mobile,Returning
SES001366,USR00754,LST027,Property Brochure (Unit Specific),34,1,True,Mobile,Returning
SES001366,USR00754,LST027,Property Brochure,173,2,False,Mobile,Returning
SES001369,USR00755,LST005,Whitepaper,84,2,False,Mobile,First-time
SES001369,USR00755,LST005,Investment Memorandum,226,5,False,Mobile,First-time
SES001369,USR00755,LST005,Property Brochure,14,2,False,Mobile,First-time
SES001369,USR00755,LST005,Projections (XLSX),98,5,True,Mobile,First-time
SES001375,USR00760,LST010,Whitepaper,149,1,False,Mobile,First-time
SES001375,USR00760,LST010,Property Valuation Report,653,4,False,Mobile,First-time
SES001377,USR00762,LST006,Property Brochure (Unit Specific),120,2,False,Tablet,First-time
SES001377,USR00762,LST006,Property Brochure,57,1,True,Tablet,First-time
SES001378,USR00762,LST003,Whitepaper,81,1,False,Tablet,First-time
SES001378,USR00762,LST003,Property Valuation Report,107,6,False,Tablet,First-time
SES001378,USR00762,LST003,Investment Memorandum,70,8,False,Tablet,First-time
SES001381,USR00764,LST029,Property Brochure (Unit Specific),18,3,False,Mobile,Returning
SES001381,USR00764,LST029,Projections (XLSX),644,7,True,Mobile,Returning
SES001381,USR00764,LST029,Property Valuation Report,314,2,True,Mobile,Returning
SES001381,USR00764,LST029,Investment Memorandum,53,10,False,Mobile,Returning
SES001387,USR00766,LST027,Whitepaper,60,4,False,Desktop,First-time
SES001387,USR00766,LST027,Property Valuation Report,174,1,True,Desktop,First-time
SES001390,USR00769,LST006,Property Valuation Report,44,2,False,Mobile,Returning
SES001390,USR00769,LST006,Property Brochure,153,4,False,Mobile,Returning
SES001390,USR00769,LST006,Investment Memorandum,87,11,True,Mobile,Returning
SES001390,USR00769,LST006,Whitepaper,22,6,False,Mobile,Returning
SES001391,USR00769,LST001,Property Valuation Report,106,3,True,Mobile,Returning
SES001391,USR00769,LST001,Property Brochure,8,1,True,Mobile,Returning
SES001391,USR00769,LST001,Projections (XLSX),444,6,False,Mobile,Returning
SES001391,USR00769,LST001,Whitepaper,15,4,False,Mobile,Returning
SES001395,USR00771,LST030,Property Brochure (Unit Specific),27,2,False,Desktop,Returning
SES001395,USR00771,LST030,Whitepaper,255,3,False,Desktop,Returning
SES001395,USR00771,LST030,Property Brochure,14,3,False,Desktop,Returning
SES001395,USR00771,LST030,Property Valuation Report,133,1,True,Desktop,Returning
SES001395,USR00771,LST030,Investment Memorandum,74,2,False,Desktop,Returning
SES001395,USR00771,LST030,Projections (XLSX),839,5,True,Desktop,Returning
SES001399,USR00772,LST019,Investment Memorandum,188,14,False,Desktop,First-time
SES001400,USR00773,LST020,Property Brochure,40,1,True,Desktop,First-time
SES001400,USR00773,LST020,Property Brochure (Unit Specific),81,4,False,Desktop,First-time
SES001400,USR00773,LST020,Property Valuation Report,299,6,False,Desktop,First-time
SES001407,USR00779,LST005,Investment Memorandum,74,14,False,Mobile,Returning
SES001407,USR00779,LST005,Property Valuation Report,24,5,False,Mobile,Returning
SES001407,USR00779,LST005,Property Brochure (Unit Specific),214,4,False,Mobile,Returning
SES001409,USR00781,LST015,Projections (XLSX),68,3,True,Mobile,Returning
SES001409,USR00781,LST015,Property Valuation Report,56,5,True,Mobile,Returning
SES001409,USR00781,LST015,Investment Memorandum,62,9,True,Mobile,Returning
SES001409,USR00781,LST015,Property Brochure,108,2,False,Mobile,Returning
SES001411,USR00781,LST018,Property Valuation Report,35,5,True,Mobile,Returning
SES001411,USR00781,LST018,Whitepaper,156,4,False,Mobile,Returning
SES001411,USR00781,LST018,Property Brochure,57,2,False,Mobile,Returning
SES001411,USR00781,LST018,Property Brochure (Unit Specific),72,2,False,Mobile,Returning
SES001412,USR00782,LST021,Property Brochure,8,3,False,Mobile,Returning
SES001412,USR00782,LST021,Property Brochure (Unit Specific),8,2,False,Mobile,Returning
SES001412,USR00782,LST021,Property Valuation Report,106,3,False,Mobile,Returning
SES001414,USR00782,LST003,Property Valuation Report,23,4,True,Mobile,Returning
SES001414,USR00782,LST003,Projections (XLSX),132,9,True,Mobile,Returning
SES001414,USR00782,LST003,Investment Memorandum,177,6,False,Mobile,Returning
SES001414,USR00782,LST003,Property Brochure (Unit Specific),56,1,False,Mobile,Returning
SES001416,USR00784,LST025,Property Brochure,104,4,False,Mobile,First-time
SES001416,USR00784,LST025,Property Valuation Report,13,4,False,Mobile,First-time
SES001421,USR00788,LST009,Investment Memorandum,41,14,False,Mobile,First-time
SES001421,USR00788,LST009,Projections (XLSX),174,9,True,Mobile,First-time
SES001422,USR00789,LST004,Property Valuation Report,93,5,False,Mobile,Returning
SES001422,USR00789,LST004,Investment Memorandum,124,4,False,Mobile,Returning
SES001423,USR00789,LST025,Property Valuation Report,19,1,False,Mobile,Returning
SES001423,USR00789,LST025,Property Brochure (Unit Specific),84,2,False,Mobile,Returning
SES001423,USR00789,LST025,Property Brochure,8,1,False,Mobile,Returning
SES001426,USR00791,LST027,Property Valuation Report,55,4,True,Desktop,First-time
SES001426,USR00791,LST027,Property Brochure (Unit Specific),297,4,False,Desktop,First-time
SES001435,USR00795,LST009,Property Valuation Report,82,2,False,Desktop,Returning
SES001435,USR00795,LST009,Whitepaper,186,5,False,Desktop,Returning
SES001435,USR00795,LST009,Projections (XLSX),742,7,True,Desktop,Returning
SES001435,USR00795,LST009,Property Brochure,190,1,False,Desktop,Returning
SES001436,USR00796,LST007,Property Brochure (Unit Specific),50,1,False,Desktop,First-time
SES001436,USR00796,LST007,Property Valuation Report,107,1,True,Desktop,First-time
SES001440,USR00798,LST029,Projections (XLSX),302,7,False,Mobile,Returning
SES001440,USR00798,LST029,Property Brochure,90,3,False,Mobile,Returning
SES001444,USR00799,LST022,Projections (XLSX),231,2,False,Desktop,Returning
SES001444,USR00799,LST022,Property Brochure,26,2,False,Desktop,Returning
SES001444,USR00799,LST022,Property Valuation Report,87,6,False,Desktop,Returning
SES001448,USR00801,LST030,Property Valuation Report,102,5,False,Mobile,First-time
SES001450,USR00803,LST002,Property Brochure,15,3,True,Mobile,Returning
SES001450,USR00803,LST002,Investment Memorandum,17,10,True,Mobile,Returning
SES001450,USR00803,LST002,Property Valuation Report,26,4,True,Mobile,Returning
SES001450,USR00803,LST002,Property Brochure (Unit Specific),33,4,True,Mobile,Returning
SES001455,USR00804,LST024,Property Brochure (Unit Specific),118,2,False,Tablet,First-time
SES001455,USR00804,LST024,Whitepaper,38,5,False,Tablet,First-time
SES001455,USR00804,LST024,Property Valuation Report,154,7,False,Tablet,First-time
SES001455,USR00804,LST024,Property Brochure,459,3,True,Tablet,First-time
SES001459,USR00807,LST027,Property Brochure (Unit Specific),46,2,False,Mobile,Returning
SES001459,USR00807,LST027,Projections (XLSX),111,8,False,Mobile,Returning
SES001459,USR00807,LST027,Investment Memorandum,119,10,False,Mobile,Returning
SES001459,USR00807,LST027,Property Valuation Report,61,6,False,Mobile,Returning
SES001472,USR00816,LST001,Property Brochure (Unit Specific),71,1,False,Desktop,Returning
SES001472,USR00816,LST001,Projections (XLSX),340,5,True,Desktop,Returning
SES001472,USR00816,LST001,Investment Memorandum,105,8,False,Desktop,Returning
SES001472,USR00816,LST001,Property Brochure,100,4,False,Desktop,Returning
SES001473,USR00816,LST005,Property Brochure,256,1,False,Desktop,Returning
SES001473,USR00816,LST005,Investment Memorandum,187,12,False,Desktop,Returning
SES001474,USR00816,LST003,Investment Memorandum,217,12,True,Desktop,Returning
SES001487,USR00823,LST013,Whitepaper,48,3,False,Desktop,First-time
SES001492,USR00824,LST019,Investment Memorandum,312,2,False,Desktop,First-time
SES001492,USR00824,LST019,Property Brochure,43,1,False,Desktop,First-time
SES001492,USR00824,LST019,Property Brochure (Unit Specific),112,1,False,Desktop,First-time
SES001492,USR00824,LST019,Whitepaper,111,3,False,Desktop,First-time
SES001495,USR00826,LST005,Property Brochure,10,1,False,Mobile,Returning
SES001495,USR00826,LST005,Property Brochure (Unit Specific),19,3,True,Mobile,Returning
SES001495,USR00826,LST005,Property Valuation Report,15,1,True,Mobile,Returning
SES001495,USR00826,LST005,Projections (XLSX),91,8,False,Mobile,Returning
SES001496,USR00827,LST017,Whitepaper,84,4,False,Desktop,First-time
SES001496,USR00827,LST017,Property Brochure,14,3,False,Desktop,First-time
SES001496,USR00827,LST017,Investment Memorandum,127,11,False,Desktop,First-time
SES001496,USR00827,LST017,Property Brochure (Unit Specific),24,4,False,Desktop,First-time
SES001500,USR00829,LST025,Whitepaper,288,6,False,Tablet,Returning
SES001500,USR00829,LST025,Investment Memorandum,51,5,False,Tablet,Returning
SES001500,USR00829,LST025,Property Brochure (Unit Specific),112,1,False,Tablet,Returning
SES001500,USR00829,LST025,Property Brochure,88,2,False,Tablet,Returning
SES001500,USR00829,LST025,Projections (XLSX),502,8,False,Tablet,Returning
SES001500,USR00829,LST025,Property Valuation Report,46,6,False,Tablet,Returning
SES001508,USR00831,LST027,Investment Memorandum,745,14,False,Mobile,Returning
SES001508,USR00831,LST027,Property Brochure (Unit Specific),8,4,False,Mobile,Returning
SES001508,USR00831,LST027,Whitepaper,51,3,True,Mobile,Returning
SES001508,USR00831,LST027,Projections (XLSX),118,6,False,Mobile,Returning
SES001510,USR00832,LST011,Property Valuation Report,20,6,False,Mobile,First-time
SES001511,USR00833,LST007,Property Valuation Report,74,5,False,Desktop,Returning
SES001511,USR00833,LST007,Projections (XLSX),66,2,True,Desktop,Returning
SES001511,USR00833,LST007,Whitepaper,192,1,False,Desktop,Returning
SES001511,USR00833,LST007,Investment Memorandum,223,8,True,Desktop,Returning
SES001512,USR00834,LST027,Whitepaper,64,6,False,Tablet,Returning
SES001512,USR00834,LST027,Projections (XLSX),178,3,False,Tablet,Returning
SES001512,USR00834,LST027,Property Brochure (Unit Specific),60,3,False,Tablet,Returning
SES001512,USR00834,LST027,Investment Memorandum,266,1,False,Tablet,Returning
SES001512,USR00834,LST027,Property Valuation Report,52,1,False,Tablet,Returning
SES001515,USR00836,LST030,Property Valuation Report,49,3,True,Tablet,First-time
SES001515,USR00836,LST030,Property Brochure,192,1,False,Tablet,First-time
SES001515,USR00836,LST030,Projections (XLSX),92,7,False,Tablet,First-time
SES001515,USR00836,LST030,Investment Memorandum,340,13,False,Tablet,First-time
SES001516,USR00837,LST019,Investment Memorandum,168,2,False,Desktop,First-time
SES001516,USR00837,LST019,Property Brochure (Unit Specific),50,1,False,Desktop,First-time
SES001517,USR00837,LST001,Whitepaper,289,4,False,Desktop,First-time
SES001528,USR00843,LST022,Property Valuation Report,8,2,True,Mobile,First-time
SES001534,USR00847,LST025,Investment Memorandum,116,2,False,Desktop,First-time
SES001534,USR00847,LST025,Whitepaper,114,6,False,Desktop,First-time
SES001534,USR00847,LST025,Property Brochure,8,1,False,Desktop,First-time
SES001537,USR00849,LST013,Projections (XLSX),123,9,False,Mobile,First-time
SES001538,USR00850,LST001,Property Brochure,126,1,False,Mobile,First-time
SES001538,USR00850,LST001,Projections (XLSX),151,4,True,Mobile,First-time
SES001553,USR00859,LST004,Projections (XLSX),1524,4,False,Desktop,Returning
SES001553,USR00859,LST004,Whitepaper,35,1,False,Desktop,Returning
SES001554,USR00859,LST029,Projections (XLSX),150,3,True,Desktop,Returning
SES001554,USR00859,LST029,Property Valuation Report,474,2,False,Desktop,Returning
SES001554,USR00859,LST029,Property Brochure (Unit Specific),93,1,True,Desktop,Returning
SES001557,USR00861,LST023,Investment Memorandum,185,7,False,Desktop,First-time
SES001557,USR00861,LST023,Projections (XLSX),575,8,True,Desktop,First-time
SES001561,USR00863,LST019,Investment Memorandum,410,11,False,Desktop,First-time
SES001561,USR00863,LST019,Property Brochure (Unit Specific),134,4,False,Desktop,First-time
SES001561,USR00863,LST019,Whitepaper,16,5,False,Desktop,First-time
SES001565,USR00864,LST030,Whitepaper,585,2,False,Mobile,First-time
SES001567,USR00866,LST027,Property Valuation Report,17,3,True,Mobile,First-time
SES001570,USR00868,LST027,Projections (XLSX),131,7,False,Mobile,First-time
SES001570,USR00868,LST027,Property Brochure (Unit Specific),82,4,False,Mobile,First-time
SES001570,USR00868,LST027,Whitepaper,55,4,False,Mobile,First-time
SES001571,USR00869,LST011,Investment Memorandum,499,4,False,Desktop,Returning
SES001571,USR00869,LST011,Projections (XLSX),706,5,True,Desktop,Returning
SES001572,USR00869,LST007,Property Brochure (Unit Specific),21,2,False,Desktop,Returning
SES001572,USR00869,LST007,Projections (XLSX),324,6,False,Desktop,Returning
SES001572,USR00869,LST007,Property Brochure,56,3,False,Desktop,Returning
