session_id,user_id,listing_id,stage,timestamp,device_type,investor_type
SES000240,USR00126,LST004,Homepage,2024-11-29 16:41:38,Desktop,Returning
SES000240,USR00126,LST004,Listing Browse,2024-11-29 16:47:38,Desktop,Returning
SES000241,USR00126,LST029,Homepage,2024-11-05 14:42:11,Desktop,Returning
SES000241,USR00126,LST029,Listing Browse,2024-11-05 14:43:11,Desktop,Returning
SES000241,USR00126,LST029,Listing Detail View,2024-11-05 14:47:11,Desktop,Returning
SES000241,USR00126,LST029,Document Engagement,2024-11-05 14:50:11,Desktop,Returning
SES000241,USR00126,LST029,KYC Initiation,2024-11-05 14:51:11,Desktop,Returning
SES000241,USR00126,LST029,Token Selection,2024-11-05 14:54:11,Desktop,Returning
SES000241,USR00126,LST029,Payment Initiated,2024-11-05 15:02:11,Desktop,Returning
SES000242,USR00126,LST022,Homepage,2024-11-17 22:56:11,Desktop,Returning
SES000242,USR00126,LST022,Listing Browse,2024-11-17 23:03:11,Desktop,Returning
SES000243,USR00127,LST011,Homepage,2024-11-21 15:30:06,Tablet,Returning
SES000243,USR00127,LST011,Listing Browse,2024-11-21 15:34:06,Tablet,Returning
SES000244,USR00128,LST023,Homepage,2025-02-14 18:57:05,Mobile,Returning
SES000244,USR00128,LST023,Listing Browse,2025-02-14 19:01:05,Mobile,Returning
SES000244,USR00128,LST023,Listing Detail View,2025-02-14 19:08:05,Mobile,Returning
SES000245,USR00128,LST008,Homepage,2025-02-26 21:02:52,Mobile,Returning
SES000245,USR00128,LST008,Listing Browse,2025-02-26 21:05:52,Mobile,Returning
SES000246,USR00128,LST019,Homepage,2025-02-03 19:56:50,Mobile,Returning
SES000246,USR00128,LST019,Listing Browse,2025-02-03 20:03:50,Mobile,Returning
SES000247,USR00128,LST019,Homepage,2025-02-08 22:25:14,Mobile,Returning
SES000247,USR00128,LST019,Listing Browse,2025-02-08 22:30:14,Mobile,Returning
SES000247,USR00128,LST019,Listing Detail View,2025-02-08 22:37:14,Mobile,Returning
SES000247,USR00128,LST019,Document Engagement,2025-02-08 22:44:14,Mobile,Returning
SES000248,USR00128,LST009,Homepage,2025-02-21 07:40:23,Mobile,Returning
SES000248,USR00128,LST009,Listing Browse,2025-02-21 07:48:23,Mobile,Returning
SES000249,USR00128,LST005,Homepage,2025-01-26 13:41:19,Mobile,Returning
SES000249,USR00128,LST005,Listing Browse,2025-01-26 13:47:19,Mobile,Returning
SES000249,USR00128,LST005,Listing Detail View,2025-01-26 13:53:19,Mobile,Returning
SES000249,USR00128,LST005,Document Engagement,2025-01-26 13:55:19,Mobile,Returning
SES000249,USR00128,LST005,KYC Initiation,2025-01-26 14:00:19,Mobile,Returning
SES000250,USR00129,LST023,Homepage,2024-12-03 20:21:19,Mobile,Returning
SES000250,USR00129,LST023,Listing Browse,2024-12-03 20:29:19,Mobile,Returning
SES000250,USR00129,LST023,Listing Detail View,2024-12-03 20:32:19,Mobile,Returning
SES000250,USR00129,LST023,Document Engagement,2024-12-03 20:37:19,Mobile,Returning
SES000251,USR00129,LST002,Homepage,2024-11-24 06:39:18,Mobile,Returning
SES000251,USR00129,LST002,Listing Browse,2024-11-24 06:43:18,Mobile,Returning
SES000252,USR00129,LST008,Homepage,2024-12-19 08:54:41,Mobile,Returning
SES000252,USR00129,LST008,Listing Browse,2024-12-19 08:58:41,Mobile,Returning
SES000252,USR00129,LST008,Listing Detail View,2024-12-19 09:01:41,Mobile,Returning
SES000252,USR00129,LST008,Document Engagement,2024-12-19 09:04:41,Mobile,Returning
SES000253,USR00130,LST025,Homepage,2025-02-11 19:09:57,Mobile,First-time
SES000254,USR00130,LST003,Homepage,2025-03-26 19:26:08,Mobile,First-time
SES000255,USR00130,LST013,Homepage,2025-02-15 02:17:03,Mobile,First-time
SES000255,USR00130,LST013,Listing Browse,2025-02-15 02:20:03,Mobile,First-time
SES000255,USR00130,LST013,Listing Detail View,2025-02-15 02:23:03,Mobile,First-time
SES000255,USR00130,LST013,Document Engagement,2025-02-15 02:28:03,Mobile,First-time
SES000255,USR00130,LST013,KYC Initiation,2025-02-15 02:36:03,Mobile,First-time
SES000255,USR00130,LST013,Token Selection,2025-02-15 02:37:03,Mobile,First-time
SES000256,USR00131,LST020,Homepage,2025-02-15 16:13:00,Desktop,First-time
SES000256,USR00131,LST020,Listing Browse,2025-02-15 16:16:00,Desktop,First-time
SES000256,USR00131,LST020,Listing Detail View,2025-02-15 16:24:00,Desktop,First-time
SES000257,USR00131,LST001,Homepage,2025-02-16 03:35:32,Desktop,First-time
SES000257,USR00131,LST001,Listing Browse,2025-02-16 03:43:32,Desktop,First-time
SES000257,USR00131,LST001,Listing Detail View,2025-02-16 03:49:32,Desktop,First-time
SES000257,USR00131,LST001,Document Engagement,2025-02-16 03:52:32,Desktop,First-time
SES000257,USR00131,LST001,KYC Initiation,2025-02-16 03:58:32,Desktop,First-time
SES000258,USR00131,LST014,Homepage,2025-02-12 06:49:58,Desktop,First-time
SES000258,USR00131,LST014,Listing Browse,2025-02-12 06:52:58,Desktop,First-time
SES000258,USR00131,LST014,Listing Detail View,2025-02-12 06:59:58,Desktop,First-time
SES000259,USR00132,LST026,Homepage,2025-02-07 17:39:41,Mobile,First-time
SES000260,USR00132,LST019,Homepage,2025-01-17 23:10:08,Mobile,First-time
SES000260,USR00132,LST019,Listing Browse,2025-01-17 23:14:08,Mobile,First-time
SES000260,USR00132,LST019,Listing Detail View,2025-01-17 23:15:08,Mobile,First-time
SES000260,USR00132,LST019,Document Engagement,2025-01-17 23:19:08,Mobile,First-time
SES000260,USR00132,LST019,KYC Initiation,2025-01-17 23:20:08,Mobile,First-time
SES000260,USR00132,LST019,Token Selection,2025-01-17 23:26:08,Mobile,First-time
SES000261,USR00132,LST008,Homepage,2025-01-29 06:06:20,Mobile,First-time
SES000261,USR00132,LST008,Listing Browse,2025-01-29 06:09:20,Mobile,First-time
SES000262,USR00132,LST003,Homepage,2024-12-21 15:32:53,Mobile,First-time
SES000263,USR00133,LST002,Homepage,2025-03-27 02:28:26,Desktop,First-time
SES000263,USR00133,LST002,Listing Browse,2025-03-27 02:31:26,Desktop,First-time
SES000263,USR00133,LST002,Listing Detail View,2025-03-27 02:39:26,Desktop,First-time
SES000263,USR00133,LST002,Document Engagement,2025-03-27 02:40:26,Desktop,First-time
SES000264,USR00133,LST023,Homepage,2025-03-05 05:08:19,Desktop,First-time
SES000264,USR00133,LST023,Listing Browse,2025-03-05 05:14:19,Desktop,First-time
SES000265,USR00133,LST024,Homepage,2025-02-27 17:14:40,Desktop,First-time
SES000265,USR00133,LST024,Listing Browse,2025-02-27 17:21:40,Desktop,First-time
SES000265,USR00133,LST024,Listing Detail View,2025-02-27 17:28:40,Desktop,First-time
SES000266,USR00134,LST024,Homepage,2025-03-28 17:07:27,Mobile,First-time
SES000266,USR00134,LST024,Listing Browse,2025-03-28 17:08:27,Mobile,First-time
SES000266,USR00134,LST024,Listing Detail View,2025-03-28 17:15:27,Mobile,First-time
SES000266,USR00134,LST024,Document Engagement,2025-03-28 17:21:27,Mobile,First-time
SES000266,USR00134,LST024,KYC Initiation,2025-03-28 17:23:27,Mobile,First-time
SES000267,USR00135,LST006,Homepage,2024-10-26 01:16:58,Mobile,First-time
SES000268,USR00135,LST024,Homepage,2024-11-05 01:08:15,Mobile,First-time
SES000268,USR00135,LST024,Listing Browse,2024-11-05 01:15:15,Mobile,First-time
SES000269,USR00135,LST025,Homepage,2024-11-22 19:50:33,Mobile,First-time
SES000269,USR00135,LST025,Listing Browse,2024-11-22 19:52:33,Mobile,First-time
SES000270,USR00135,LST017,Homepage,2024-12-06 22:28:21,Mobile,First-time
SES000270,USR00135,LST017,Listing Browse,2024-12-06 22:36:21,Mobile,First-time
SES000271,USR00136,LST009,Homepage,2024-11-10 11:24:42,Tablet,Returning
SES000271,USR00136,LST009,Listing Browse,2024-11-10 11:32:42,Tablet,Returning
SES000271,USR00136,LST009,Listing Detail View,2024-11-10 11:35:42,Tablet,Returning
SES000272,USR00137,LST030,Homepage,2025-03-27 13:46:54,Mobile,Returning
SES000272,USR00137,LST030,Listing Browse,2025-03-27 13:47:54,Mobile,Returning
SES000272,USR00137,LST030,Listing Detail View,2025-03-27 13:50:54,Mobile,Returning
SES000272,USR00137,LST030,Document Engagement,2025-03-27 13:55:54,Mobile,Returning
SES000273,USR00137,LST005,Homepage,2025-03-27 19:30:36,Mobile,Returning
SES000273,USR00137,LST005,Listing Browse,2025-03-27 19:37:36,Mobile,Returning
SES000274,USR00137,LST014,Homepage,2025-03-29 23:09:38,Mobile,Returning
SES000274,USR00137,LST014,Listing Browse,2025-03-29 23:17:38,Mobile,Returning
SES000274,USR00137,LST014,Listing Detail View,2025-03-29 23:20:38,Mobile,Returning
SES000275,USR00137,LST007,Homepage,2025-03-28 15:24:25,Mobile,Returning
SES000276,USR00137,LST020,Homepage,2025-03-26 07:52:38,Mobile,Returning
SES000276,USR00137,LST020,Listing Browse,2025-03-26 07:58:38,Mobile,Returning
SES000276,USR00137,LST020,Listing Detail View,2025-03-26 08:04:38,Mobile,Returning
SES000277,USR00138,LST026,Homepage,2025-01-01 11:17:29,Desktop,First-time
SES000277,USR00138,LST026,Listing Browse,2025-01-01 11:18:29,Desktop,First-time
SES000277,USR00138,LST026,Listing Detail View,2025-01-01 11:19:29,Desktop,First-time
SES000278,USR00138,LST001,Homepage,2024-12-15 05:20:32,Desktop,First-time
SES000278,USR00138,LST001,Listing Browse,2024-12-15 05:27:32,Desktop,First-time
SES000279,USR00139,LST010,Homepage,2025-02-15 14:28:24,Mobile,First-time
SES000279,USR00139,LST010,Listing Browse,2025-02-15 14:32:24,Mobile,First-time
SES000280,USR00139,LST022,Homepage,2025-02-18 19:58:30,Mobile,First-time
SES000280,USR00139,LST022,Listing Browse,2025-02-18 19:59:30,Mobile,First-time
SES000280,USR00139,LST022,Listing Detail View,2025-02-18 20:03:30,Mobile,First-time
SES000281,USR00139,LST025,Homepage,2025-01-24 18:18:21,Mobile,First-time
SES000281,USR00139,LST025,Listing Browse,2025-01-24 18:19:21,Mobile,First-time
SES000281,USR00139,LST025,Listing Detail View,2025-01-24 18:27:21,Mobile,First-time
SES000282,USR00140,LST018,Homepage,2024-12-18 20:40:25,Desktop,First-time
SES000282,USR00140,LST018,Listing Browse,2024-12-18 20:44:25,Desktop,First-time
SES000282,USR00140,LST018,Listing Detail View,2024-12-18 20:48:25,Desktop,First-time
SES000282,USR00140,LST018,Document Engagement,2024-12-18 20:55:25,Desktop,First-time
SES000282,USR00140,LST018,KYC Initiation,2024-12-18 21:02:25,Desktop,First-time
SES000282,USR00140,LST018,Token Selection,2024-12-18 21:06:25,Desktop,First-time
SES000283,USR00141,LST022,Homepage,2025-03-21 05:56:59,Mobile,First-time
SES000283,USR00141,LST022,Listing Browse,2025-03-21 05:59:59,Mobile,First-time
SES000283,USR00141,LST022,Listing Detail View,2025-03-21 06:07:59,Mobile,First-time
SES000284,USR00142,LST023,Homepage,2024-11-16 02:15:06,Desktop,First-time
SES000284,USR00142,LST023,Listing Browse,2024-11-16 02:19:06,Desktop,First-time
SES000284,USR00142,LST023,Listing Detail View,2024-11-16 02:21:06,Desktop,First-time
SES000285,USR00143,LST009,Homepage,2024-12-12 12:56:15,Mobile,First-time
SES000285,USR00143,LST009,Listing Browse,2024-12-12 12:59:15,Mobile,First-time
SES000286,USR00143,LST027,Homepage,2025-01-23 18:45:06,Mobile,First-time
SES000286,USR00143,LST027,Listing Browse,2025-01-23 18:46:06,Mobile,First-time
SES000287,USR00144,LST007,Homepage,2025-03-29 15:14:06,Mobile,Returning
SES000287,USR00144,LST007,Listing Browse,2025-03-29 15:15:06,Mobile,Returning
SES000287,USR00144,LST007,Listing Detail View,2025-03-29 15:19:06,Mobile,Returning
SES000287,USR00144,LST007,Document Engagement,2025-03-29 15:23:06,Mobile,Returning
SES000288,USR00144,LST027,Homepage,2025-03-27 13:33:02,Mobile,Returning
SES000289,USR00144,LST025,Homepage,2025-03-28 08:02:21,Mobile,Returning
SES000289,USR00144,LST025,Listing Browse,2025-03-28 08:10:21,Mobile,Returning
SES000290,USR00144,LST020,Homepage,2025-03-29 01:09:20,Mobile,Returning
SES000290,USR00144,LST020,Listing Browse,2025-03-29 01:12:20,Mobile,Returning
SES000291,USR00144,LST017,Homepage,2025-03-26 11:02:28,Mobile,Returning
SES000291,USR00144,LST017,Listing Browse,2025-03-26 11:09:28,Mobile,Returning
SES000291,USR00144,LST017,Listing Detail View,2025-03-26 11:11:28,Mobile,Returning
SES000291,USR00144,LST017,Document Engagement,2025-03-26 11:15:28,Mobile,Returning
SES000291,USR00144,LST017,KYC Initiation,2025-03-26 11:20:28,Mobile,Returning
SES000292,USR00145,LST004,Homepage,2024-10-21 12:17:37,Desktop,First-time
SES000292,USR00145,LST004,Listing Browse,2024-10-21 12:18:37,Desktop,First-time
SES000292,USR00145,LST004,Listing Detail View,2024-10-21 12:25:37,Desktop,First-time
SES000292,USR00145,LST004,Document Engagement,2024-10-21 12:33:37,Desktop,First-time
SES000293,USR00145,LST029,Homepage,2024-10-11 07:27:19,Desktop,First-time
SES000294,USR00146,LST002,Homepage,2025-03-24 06:30:00,Mobile,First-time
SES000294,USR00146,LST002,Listing Browse,2025-03-24 06:31:00,Mobile,First-time
SES000294,USR00146,LST002,Listing Detail View,2025-03-24 06:35:00,Mobile,First-time
SES000295,USR00147,LST008,Homepage,2025-03-06 03:27:47,Desktop,Returning
SES000295,USR00147,LST008,Listing Browse,2025-03-06 03:29:47,Desktop,Returning
SES000296,USR00147,LST029,Homepage,2025-01-23 17:07:40,Desktop,Returning
SES000296,USR00147,LST029,Listing Browse,2025-01-23 17:11:40,Desktop,Returning
SES000296,USR00147,LST029,Listing Detail View,2025-01-23 17:12:40,Desktop,Returning
SES000297,USR00147,LST019,Homepage,2025-01-27 00:53:35,Desktop,Returning
SES000297,USR00147,LST019,Listing Browse,2025-01-27 00:59:35,Desktop,Returning
SES000298,USR00148,LST001,Homepage,2024-11-19 21:01:52,Mobile,First-time
SES000298,USR00148,LST001,Listing Browse,2024-11-19 21:03:52,Mobile,First-time
SES000298,USR00148,LST001,Listing Detail View,2024-11-19 21:07:52,Mobile,First-time
SES000299,USR00149,LST001,Homepage,2024-12-29 15:01:31,Mobile,First-time
SES000299,USR00149,LST001,Listing Browse,2024-12-29 15:03:31,Mobile,First-time
SES000299,USR00149,LST001,Listing Detail View,2024-12-29 15:09:31,Mobile,First-time
SES000300,USR00149,LST028,Homepage,2024-12-27 06:06:07,Mobile,First-time
SES000301,USR00150,LST027,Homepage,2025-03-23 18:46:35,Mobile,First-time
SES000301,USR00150,LST027,Listing Browse,2025-03-23 18:54:35,Mobile,First-time
SES000301,USR00150,LST027,Listing Detail View,2025-03-23 18:56:35,Mobile,First-time
SES000301,USR00150,LST027,Document Engagement,2025-03-23 19:03:35,Mobile,First-time
SES000302,USR00151,LST002,Homepage,2025-01-31 23:01:22,Desktop,Returning
SES000302,USR00151,LST002,Listing Browse,2025-01-31 23:09:22,Desktop,Returning
SES000303,USR00151,LST015,Homepage,2025-02-16 18:32:52,Desktop,Returning
SES000303,USR00151,LST015,Listing Browse,2025-02-16 18:37:52,Desktop,Returning
SES000304,USR00151,LST013,Homepage,2025-01-28 12:55:22,Desktop,Returning
SES000304,USR00151,LST013,Listing Browse,2025-01-28 13:03:22,Desktop,Returning
SES000305,USR00151,LST008,Homepage,2025-01-21 10:06:11,Desktop,Returning
SES000306,USR00152,LST021,Homepage,2025-02-24 22:34:21,Tablet,Returning
SES000306,USR00152,LST021,Listing Browse,2025-02-24 22:39:21,Tablet,Returning
SES000306,USR00152,LST021,Listing Detail View,2025-02-24 22:42:21,Tablet,Returning
SES000306,USR00152,LST021,Document Engagement,2025-02-24 22:49:21,Tablet,Returning
SES000306,USR00152,LST021,KYC Initiation,2025-02-24 22:50:21,Tablet,Returning
SES000306,USR00152,LST021,Token Selection,2025-02-24 22:52:21,Tablet,Returning
SES000307,USR00152,LST013,Homepage,2025-02-26 09:42:45,Tablet,Returning
SES000307,USR00152,LST013,Listing Browse,2025-02-26 09:44:45,Tablet,Returning
SES000308,USR00153,LST014,Homepage,2025-03-24 19:06:53,Tablet,First-time
SES000308,USR00153,LST014,Listing Browse,2025-03-24 19:12:53,Tablet,First-time
SES000309,USR00153,LST020,Homepage,2025-03-18 18:31:50,Tablet,First-time
SES000309,USR00153,LST020,Listing Browse,2025-03-18 18:38:50,Tablet,First-time
SES000309,USR00153,LST020,Listing Detail View,2025-03-18 18:44:50,Tablet,First-time
SES000310,USR00153,LST011,Homepage,2025-02-13 08:45:01,Tablet,First-time
SES000310,USR00153,LST011,Listing Browse,2025-02-13 08:53:01,Tablet,First-time
SES000311,USR00154,LST005,Homepage,2025-02-06 18:07:09,Mobile,First-time
SES000311,USR00154,LST005,Listing Browse,2025-02-06 18:11:09,Mobile,First-time
SES000311,USR00154,LST005,Listing Detail View,2025-02-06 18:15:09,Mobile,First-time
SES000312,USR00155,LST019,Homepage,2025-02-17 11:03:26,Mobile,First-time
SES000312,USR00155,LST019,Listing Browse,2025-02-17 11:08:26,Mobile,First-time
SES000312,USR00155,LST019,Listing Detail View,2025-02-17 11:12:26,Mobile,First-time
SES000313,USR00156,LST012,Homepage,2024-12-19 18:27:30,Tablet,First-time
SES000313,USR00156,LST012,Listing Browse,2024-12-19 18:35:30,Tablet,First-time
SES000314,USR00157,LST024,Homepage,2024-12-19 00:24:00,Mobile,First-time
SES000314,USR00157,LST024,Listing Browse,2024-12-19 00:30:00,Mobile,First-time
SES000315,USR00158,LST009,Homepage,2024-12-13 01:20:10,Mobile,First-time
SES000315,USR00158,LST009,Listing Browse,2024-12-13 01:25:10,Mobile,First-time
SES000315,USR00158,LST009,Listing Detail View,2024-12-13 01:30:10,Mobile,First-time
SES000316,USR00158,LST021,Homepage,2024-11-24 10:18:45,Mobile,First-time
SES000316,USR00158,LST021,Listing Browse,2024-11-24 10:25:45,Mobile,First-time
SES000316,USR00158,LST021,Listing Detail View,2024-11-24 10:29:45,Mobile,First-time
SES000317,USR00159,LST030,Homepage,2025-01-14 21:37:59,Mobile,First-time
SES000317,USR00159,LST030,Listing Browse,2025-01-14 21:39:59,Mobile,First-time
SES000317,USR00159,LST030,Listing Detail View,2025-01-14 21:44:59,Mobile,First-time
SES000318,USR00160,LST004,Homepage,2025-03-24 04:11:50,Desktop,First-time
SES000318,USR00160,LST004,Listing Browse,2025-03-24 04:13:50,Desktop,First-time
SES000318,USR00160,LST004,Listing Detail View,2025-03-24 04:17:50,Desktop,First-time
SES000318,USR00160,LST004,Document Engagement,2025-03-24 04:23:50,Desktop,First-time
SES000319,USR00160,LST007,Homepage,2025-03-30 20:12:59,Desktop,First-time
SES000319,USR00160,LST007,Listing Browse,2025-03-30 20:19:59,Desktop,First-time
SES000320,USR00161,LST026,Homepage,2025-03-13 18:22:38,Mobile,Returning
SES000321,USR00161,LST002,Homepage,2025-03-21 03:23:15,Mobile,Returning
SES000321,USR00161,LST002,Listing Browse,2025-03-21 03:29:15,Mobile,Returning
SES000321,USR00161,LST002,Listing Detail View,2025-03-21 03:33:15,Mobile,Returning
SES000321,USR00161,LST002,Document Engagement,2025-03-21 03:38:15,Mobile,Returning
SES000321,USR00161,LST002,KYC Initiation,2025-03-21 03:45:15,Mobile,Returning
SES000322,USR00162,LST006,Homepage,2024-10-28 23:21:29,Mobile,First-time
SES000323,USR00162,LST014,Homepage,2024-10-21 20:36:45,Mobile,First-time
SES000323,USR00162,LST014,Listing Browse,2024-10-21 20:41:45,Mobile,First-time
SES000324,USR00163,LST008,Homepage,2024-12-18 12:22:54,Desktop,First-time
SES000324,USR00163,LST008,Listing Browse,2024-12-18 12:25:54,Desktop,First-time
SES000324,USR00163,LST008,Listing Detail View,2024-12-18 12:26:54,Desktop,First-time
SES000325,USR00164,LST004,Homepage,2025-03-22 09:12:45,Mobile,Returning
SES000325,USR00164,LST004,Listing Browse,2025-03-22 09:19:45,Mobile,Returning
SES000325,USR00164,LST004,Listing Detail View,2025-03-22 09:26:45,Mobile,Returning
SES000326,USR00164,LST015,Homepage,2025-03-13 09:47:51,Mobile,Returning
SES000326,USR00164,LST015,Listing Browse,2025-03-13 09:48:51,Mobile,Returning
SES000327,USR00164,LST030,Homepage,2025-03-29 05:57:51,Mobile,Returning
SES000327,USR00164,LST030,Listing Browse,2025-03-29 06:04:51,Mobile,Returning
SES000327,USR00164,LST030,Listing Detail View,2025-03-29 06:11:51,Mobile,Returning
SES000328,USR00165,LST014,Homepage,2025-03-19 11:20:14,Mobile,Returning
SES000328,USR00165,LST014,Listing Browse,2025-03-19 11:28:14,Mobile,Returning
SES000328,USR00165,LST014,Listing Detail View,2025-03-19 11:36:14,Mobile,Returning
SES000329,USR00165,LST009,Homepage,2025-01-28 03:33:26,Mobile,Returning
SES000330,USR00165,LST004,Homepage,2025-03-20 22:15:24,Mobile,Returning
SES000331,USR00166,LST012,Homepage,2025-03-29 10:55:36,Mobile,Returning
SES000331,USR00166,LST012,Listing Browse,2025-03-29 11:01:36,Mobile,Returning
SES000331,USR00166,LST012,Listing Detail View,2025-03-29 11:02:36,Mobile,Returning
SES000331,USR00166,LST012,Document Engagement,2025-03-29 11:08:36,Mobile,Returning
SES000331,USR00166,LST012,KYC Initiation,2025-03-29 11:16:36,Mobile,Returning
SES000331,USR00166,LST012,Token Selection,2025-03-29 11:19:36,Mobile,Returning
SES000332,USR00167,LST002,Homepage,2025-02-20 12:05:53,Mobile,First-time
SES000332,USR00167,LST002,Listing Browse,2025-02-20 12:11:53,Mobile,First-time
SES000332,USR00167,LST002,Listing Detail View,2025-02-20 12:12:53,Mobile,First-time
SES000333,USR00167,LST014,Homepage,2025-03-28 13:59:59,Mobile,First-time
SES000333,USR00167,LST014,Listing Browse,2025-03-28 14:04:59,Mobile,First-time
SES000333,USR00167,LST014,Listing Detail View,2025-03-28 14:05:59,Mobile,First-time
SES000333,USR00167,LST014,Document Engagement,2025-03-28 14:13:59,Mobile,First-time
SES000333,USR00167,LST014,KYC Initiation,2025-03-28 14:15:59,Mobile,First-time
SES000334,USR00167,LST003,Homepage,2025-03-07 14:47:23,Mobile,First-time
SES000335,USR00168,LST011,Homepage,2025-01-13 10:08:24,Mobile,Returning
SES000335,USR00168,LST011,Listing Browse,2025-01-13 10:16:24,Mobile,Returning
SES000336,USR00169,LST020,Homepage,2024-12-02 20:18:19,Mobile,First-time
SES000336,USR00169,LST020,Listing Browse,2024-12-02 20:24:19,Mobile,First-time
SES000336,USR00169,LST020,Listing Detail View,2024-12-02 20:32:19,Mobile,First-time
SES000336,USR00169,LST020,Document Engagement,2024-12-02 20:33:19,Mobile,First-time
SES000336,USR00169,LST020,KYC Initiation,2024-12-02 20:38:19,Mobile,First-time
SES000336,USR00169,LST020,Token Selection,2024-12-02 20:39:19,Mobile,First-time
SES000337,USR00170,LST014,Homepage,2025-03-03 12:28:27,Mobile,First-time
SES000337,USR00170,LST014,Listing Browse,2025-03-03 12:33:27,Mobile,First-time
SES000338,USR00171,LST002,Homepage,2024-12-18 16:43:08,Mobile,First-time
SES000339,USR00171,LST030,Homepage,2025-01-05 20:48:31,Mobile,First-time
SES000339,USR00171,LST030,Listing Browse,2025-01-05 20:53:31,Mobile,First-time
SES000339,USR00171,LST030,Listing Detail View,2025-01-05 20:54:31,Mobile,First-time
SES000339,USR00171,LST030,Document Engagement,2025-01-05 20:57:31,Mobile,First-time
SES000340,USR00172,LST004,Homepage,2025-03-24 02:46:59,Desktop,First-time
SES000340,USR00172,LST004,Listing Browse,2025-03-24 02:51:59,Desktop,First-time
SES000341,USR00173,LST021,Homepage,2024-12-26 06:17:51,Tablet,Returning
SES000341,USR00173,LST021,Listing Browse,2024-12-26 06:22:51,Tablet,Returning
SES000341,USR00173,LST021,Listing Detail View,2024-12-26 06:29:51,Tablet,Returning
SES000341,USR00173,LST021,Document Engagement,2024-12-26 06:36:51,Tablet,Returning
SES000341,USR00173,LST021,KYC Initiation,2024-12-26 06:44:51,Tablet,Returning
SES000342,USR00173,LST026,Homepage,2024-12-17 15:19:21,Tablet,Returning
SES000343,USR00173,LST030,Homepage,2024-12-28 06:03:53,Tablet,Returning
SES000344,USR00174,LST003,Homepage,2025-03-07 02:00:25,Desktop,First-time
SES000345,USR00174,LST009,Homepage,2025-03-27 11:53:21,Desktop,First-time
SES000345,USR00174,LST009,Listing Browse,2025-03-27 12:00:21,Desktop,First-time
SES000346,USR00174,LST029,Homepage,2025-03-03 20:20:31,Desktop,First-time
SES000346,USR00174,LST029,Listing Browse,2025-03-03 20:22:31,Desktop,First-time
SES000347,USR00175,LST011,Homepage,2024-12-14 18:06:04,Mobile,First-time
SES000347,USR00175,LST011,Listing Browse,2024-12-14 18:07:04,Mobile,First-time
SES000348,USR00176,LST013,Homepage,2024-12-25 03:50:36,Mobile,First-time
SES000348,USR00176,LST013,Listing Browse,2024-12-25 03:55:36,Mobile,First-time
SES000348,USR00176,LST013,Listing Detail View,2024-12-25 03:58:36,Mobile,First-time
SES000349,USR00177,LST012,Homepage,2025-03-30 20:49:10,Mobile,First-time
SES000349,USR00177,LST012,Listing Browse,2025-03-30 20:56:10,Mobile,First-time
SES000349,USR00177,LST012,Listing Detail View,2025-03-30 20:57:10,Mobile,First-time
SES000349,USR00177,LST012,Document Engagement,2025-03-30 20:58:10,Mobile,First-time
SES000349,USR00177,LST012,KYC Initiation,2025-03-30 21:00:10,Mobile,First-time
SES000349,USR00177,LST012,Token Selection,2025-03-30 21:01:10,Mobile,First-time
SES000350,USR00177,LST024,Homepage,2025-03-30 00:29:15,Mobile,First-time
SES000350,USR00177,LST024,Listing Browse,2025-03-30 00:35:15,Mobile,First-time
SES000350,USR00177,LST024,Listing Detail View,2025-03-30 00:37:15,Mobile,First-time
SES000351,USR00177,LST018,Homepage,2025-03-30 05:33:04,Mobile,First-time
SES000351,USR00177,LST018,Listing Browse,2025-03-30 05:39:04,Mobile,First-time
SES000352,USR00178,LST029,Homepage,2024-12-10 03:32:40,Mobile,First-time
SES000352,USR00178,LST029,Listing Browse,2024-12-10 03:40:40,Mobile,First-time
SES000353,USR00179,LST004,Homepage,2025-02-10 13:57:40,Mobile,Returning
SES000353,USR00179,LST004,Listing Browse,2025-02-10 14:02:40,Mobile,Returning
SES000353,USR00179,LST004,Listing Detail View,2025-02-10 14:08:40,Mobile,Returning
SES000354,USR00179,LST011,Homepage,2025-02-11 06:41:23,Mobile,Returning
SES000354,USR00179,LST011,Listing Browse,2025-02-11 06:44:23,Mobile,Returning
SES000355,USR00179,LST007,Homepage,2025-02-12 05:01:38,Mobile,Returning
SES000356,USR00180,LST027,Homepage,2024-12-01 05:32:42,Mobile,First-time
SES000356,USR00180,LST027,Listing Browse,2024-12-01 05:39:42,Mobile,First-time
SES000356,USR00180,LST027,Listing Detail View,2024-12-01 05:40:42,Mobile,First-time
SES000357,USR00180,LST019,Homepage,2024-12-12 00:10:52,Mobile,First-time
SES000357,USR00180,LST019,Listing Browse,2024-12-12 00:16:52,Mobile,First-time
SES000357,USR00180,LST019,Listing Detail View,2024-12-12 00:17:52,Mobile,First-time
SES000357,USR00180,LST019,Document Engagement,2024-12-12 00:22:52,Mobile,First-time
SES000358,USR00180,LST030,Homepage,2025-01-11 18:30:05,Mobile,First-time
SES000358,USR00180,LST030,Listing Browse,2025-01-11 18:32:05,Mobile,First-time
SES000358,USR00180,LST030,Listing Detail View,2025-01-11 18:37:05,Mobile,First-time
SES000359,USR00181,LST015,Homepage,2025-01-01 13:57:21,Mobile,First-time
SES000359,USR00181,LST015,Listing Browse,2025-01-01 14:00:21,Mobile,First-time
